"SampleID"	"Subtype"	"TrainTestFlag"
"GSM814277"	"Ba/Sq"	"Training"
"GSM814287"	"Stroma_rich"	"Training"
"GSM814289"	"LumP"	"Training"
"GSM814291"	"LumP"	"Training"
"GSM814295"	"LumNS"	"Training"
"GSM814300"	"LumU"	"Training"
"GSM814317"	"Ba/Sq"	"Training"
"GSM814319"	"LumP"	"Training"
"GSM814322"	"LumP"	"Training"
"GSM814325"	"LumU"	"Training"
"GSM814327"	"LumP"	"Training"
"GSM814332"	"LumNS"	"Training"
"GSM814334"	"LumP"	"Training"
"GSM814335"	"Ba/Sq"	"Training"
"GSM814339"	"LumP"	"Training"
"GSM814344"	"Ba/Sq"	"Training"
"GSM814346"	"LumP"	"Training"
"GSM814347"	"LumU"	"Training"
"GSM814353"	"Ba/Sq"	"Training"
"GSM814354"	"Ba/Sq"	"Training"
"GSM814356"	"LumU"	"Training"
"GSM814357"	"LumP"	"Training"
"GSM814359"	"LumP"	"Training"
"TCGA_2F_A9KO"	"LumP"	"Training"
"TCGA_2F_A9KP"	"LumP"	"Training"
"TCGA_2F_A9KQ"	"LumP"	"Training"
"TCGA_2F_A9KR"	"Ba/Sq"	"Training"
"TCGA_2F_A9KT"	"Ba/Sq"	"Training"
"TCGA_2F_A9KW"	"LumU"	"Training"
"TCGA_4Z_AA7M"	"LumU"	"Training"
"TCGA_4Z_AA7N"	"Stroma_rich"	"Training"
"TCGA_4Z_AA7O"	"LumP"	"Training"
"TCGA_4Z_AA7Q"	"Ba/Sq"	"Training"
"TCGA_4Z_AA7R"	"LumU"	"Training"
"TCGA_4Z_AA7S"	"LumP"	"Training"
"TCGA_4Z_AA7W"	"Ba/Sq"	"Training"
"TCGA_4Z_AA7Y"	"LumP"	"Training"
"TCGA_4Z_AA80"	"LumU"	"Training"
"TCGA_4Z_AA81"	"Ba/Sq"	"Training"
"TCGA_4Z_AA82"	"Ba/Sq"	"Training"
"TCGA_4Z_AA83"	"LumP"	"Training"
"TCGA_4Z_AA84"	"Ba/Sq"	"Training"
"TCGA_4Z_AA86"	"Ba/Sq"	"Training"
"TCGA_4Z_AA87"	"LumU"	"Training"
"TCGA_4Z_AA89"	"LumP"	"Training"
"TCGA_5N_A9KI"	"LumU"	"Training"
"TCGA_5N_A9KM"	"LumNS"	"Training"
"TCGA_BL_A13I"	"Ba/Sq"	"Training"
"TCGA_BL_A13J"	"Ba/Sq"	"Training"
"TCGA_BL_A3JM"	"NE_like"	"Training"
"TCGA_BL_A5ZZ"	"Ba/Sq"	"Training"
"TCGA_BT_A0S7"	"Ba/Sq"	"Training"
"TCGA_BT_A0YX"	"Ba/Sq"	"Training"
"TCGA_BT_A20J"	"Ba/Sq"	"Training"
"TCGA_BT_A20N"	"Ba/Sq"	"Training"
"TCGA_BT_A20O"	"Ba/Sq"	"Training"
"TCGA_BT_A20P"	"LumP"	"Training"
"TCGA_BT_A20Q"	"Stroma_rich"	"Training"
"TCGA_BT_A20R"	"Stroma_rich"	"Training"
"TCGA_BT_A20T"	"LumP"	"Training"
"TCGA_BT_A20U"	"Ba/Sq"	"Training"
"TCGA_BT_A20V"	"Ba/Sq"	"Training"
"TCGA_BT_A20W"	"LumU"	"Training"
"TCGA_BT_A20X"	"Ba/Sq"	"Training"
"TCGA_BT_A2LA"	"NE_like"	"Training"
"TCGA_BT_A2LB"	"LumNS"	"Training"
"TCGA_BT_A2LD"	"Ba/Sq"	"Training"
"TCGA_BT_A3PH"	"LumP"	"Training"
"TCGA_BT_A3PJ"	"Ba/Sq"	"Training"
"TCGA_BT_A3PK"	"Ba/Sq"	"Training"
"TCGA_BT_A42C"	"LumP"	"Training"
"TCGA_BT_A42E"	"Ba/Sq"	"Training"
"TCGA_BT_A42F"	"Ba/Sq"	"Training"
"TCGA_C4_A0F0"	"Ba/Sq"	"Training"
"TCGA_C4_A0F6"	"LumP"	"Training"
"TCGA_CF_A1HR"	"LumP"	"Training"
"TCGA_CF_A1HS"	"Ba/Sq"	"Training"
"TCGA_CF_A27C"	"LumP"	"Training"
"TCGA_CF_A3MF"	"LumP"	"Training"
"TCGA_CF_A3MG"	"LumP"	"Training"
"TCGA_CF_A3MH"	"LumP"	"Training"
"TCGA_CF_A3MI"	"LumP"	"Training"
"TCGA_CF_A47S"	"LumP"	"Training"
"TCGA_CF_A47T"	"LumP"	"Training"
"TCGA_CF_A47V"	"LumP"	"Training"
"TCGA_CF_A47W"	"LumP"	"Training"
"TCGA_CF_A47X"	"LumP"	"Training"
"TCGA_CF_A47Y"	"LumP"	"Training"
"TCGA_CF_A5U8"	"LumP"	"Training"
"TCGA_CF_A5UA"	"LumP"	"Training"
"TCGA_CF_A7I0"	"LumP"	"Training"
"TCGA_CF_A8HX"	"LumP"	"Training"
"TCGA_CF_A8HY"	"LumP"	"Training"
"TCGA_CF_A9FF"	"LumP"	"Training"
"TCGA_CF_A9FH"	"LumP"	"Training"
"TCGA_CF_A9FL"	"LumP"	"Training"
"TCGA_CF_A9FM"	"LumP"	"Training"
"TCGA_CU_A0YN"	"Ba/Sq"	"Training"
"TCGA_CU_A0YO"	"LumP"	"Training"
"TCGA_CU_A0YR"	"LumU"	"Training"
"TCGA_CU_A3KJ"	"Ba/Sq"	"Training"
"TCGA_CU_A3QU"	"LumU"	"Training"
"TCGA_CU_A3YL"	"LumP"	"Training"
"TCGA_CU_A5W6"	"LumP"	"Training"
"TCGA_CU_A72E"	"Ba/Sq"	"Training"
"TCGA_DK_A1A3"	"LumU"	"Training"
"TCGA_DK_A1A5"	"Ba/Sq"	"Training"
"TCGA_DK_A1A6"	"LumU"	"Training"
"TCGA_DK_A1A7"	"LumP"	"Training"
"TCGA_DK_A1AA"	"LumP"	"Training"
"TCGA_DK_A1AB"	"Ba/Sq"	"Training"
"TCGA_DK_A1AC"	"LumU"	"Training"
"TCGA_DK_A1AD"	"LumNS"	"Training"
"TCGA_DK_A1AE"	"Ba/Sq"	"Training"
"TCGA_DK_A1AF"	"Stroma_rich"	"Training"
"TCGA_DK_A1AG"	"LumP"	"Training"
"TCGA_DK_A2HX"	"Stroma_rich"	"Training"
"TCGA_DK_A2I1"	"LumNS"	"Training"
"TCGA_DK_A2I2"	"Ba/Sq"	"Training"
"TCGA_DK_A2I4"	"Ba/Sq"	"Training"
"TCGA_DK_A2I6"	"Ba/Sq"	"Training"
"TCGA_DK_A3IK"	"LumNS"	"Training"
"TCGA_DK_A3IL"	"LumU"	"Training"
"TCGA_DK_A3IM"	"Ba/Sq"	"Training"
"TCGA_DK_A3IN"	"Ba/Sq"	"Training"
"TCGA_DK_A3IQ"	"Stroma_rich"	"Training"
"TCGA_DK_A3IS"	"LumP"	"Training"
"TCGA_DK_A3IT"	"LumNS"	"Training"
"TCGA_DK_A3IU"	"Ba/Sq"	"Training"
"TCGA_DK_A3IV"	"LumU"	"Training"
"TCGA_DK_A3WW"	"Ba/Sq"	"Training"
"TCGA_DK_A3WX"	"Ba/Sq"	"Training"
"TCGA_DK_A3WY"	"Stroma_rich"	"Training"
"TCGA_DK_A3X1"	"LumP"	"Training"
"TCGA_DK_A3X2"	"Ba/Sq"	"Training"
"TCGA_DK_A6AV"	"LumP"	"Training"
"TCGA_DK_A6AW"	"LumP"	"Training"
"TCGA_DK_A6B0"	"LumP"	"Training"
"TCGA_DK_A6B1"	"LumU"	"Training"
"TCGA_DK_A6B2"	"LumNS"	"Training"
"TCGA_DK_A6B5"	"Ba/Sq"	"Training"
"TCGA_DK_A6B6"	"LumP"	"Training"
"TCGA_DK_AA6L"	"Ba/Sq"	"Training"
"TCGA_DK_AA6M"	"Ba/Sq"	"Training"
"TCGA_DK_AA6P"	"LumP"	"Training"
"TCGA_DK_AA6Q"	"Ba/Sq"	"Training"
"TCGA_DK_AA6R"	"Ba/Sq"	"Training"
"TCGA_DK_AA6S"	"Ba/Sq"	"Training"
"TCGA_DK_AA6T"	"Stroma_rich"	"Training"
"TCGA_DK_AA6U"	"LumU"	"Training"
"TCGA_DK_AA6W"	"NE_like"	"Training"
"TCGA_DK_AA6X"	"LumP"	"Training"
"TCGA_DK_AA71"	"LumP"	"Training"
"TCGA_DK_AA74"	"Ba/Sq"	"Training"
"TCGA_DK_AA75"	"LumU"	"Training"
"TCGA_DK_AA76"	"LumP"	"Training"
"TCGA_DK_AA77"	"LumP"	"Training"
"TCGA_E5_A2PC"	"Ba/Sq"	"Training"
"TCGA_E5_A4TZ"	"Ba/Sq"	"Training"
"TCGA_E5_A4U1"	"LumP"	"Training"
"TCGA_E7_A3X6"	"Ba/Sq"	"Training"
"TCGA_E7_A3Y1"	"LumP"	"Training"
"TCGA_E7_A4IJ"	"LumU"	"Training"
"TCGA_E7_A4XJ"	"LumP"	"Training"
"TCGA_E7_A519"	"LumP"	"Training"
"TCGA_E7_A541"	"LumP"	"Training"
"TCGA_E7_A5KE"	"LumP"	"Training"
"TCGA_E7_A5KF"	"LumP"	"Training"
"TCGA_E7_A677"	"LumP"	"Training"
"TCGA_E7_A678"	"LumP"	"Training"
"TCGA_E7_A6MD"	"Stroma_rich"	"Training"
"TCGA_E7_A6ME"	"LumU"	"Training"
"TCGA_E7_A6MF"	"LumP"	"Training"
"TCGA_E7_A7DU"	"LumP"	"Training"
"TCGA_E7_A7DV"	"Ba/Sq"	"Training"
"TCGA_E7_A7PW"	"LumP"	"Training"
"TCGA_E7_A7XN"	"Ba/Sq"	"Training"
"TCGA_E7_A85H"	"LumU"	"Training"
"TCGA_E7_A8O7"	"LumP"	"Training"
"TCGA_E7_A8O8"	"LumP"	"Training"
"TCGA_E7_A97P"	"Ba/Sq"	"Training"
"TCGA_E7_A97Q"	"LumNS"	"Training"
"TCGA_FD_A3B3"	"Ba/Sq"	"Training"
"TCGA_FD_A3B4"	"Ba/Sq"	"Training"
"TCGA_FD_A3B5"	"Ba/Sq"	"Training"
"TCGA_FD_A3B6"	"Ba/Sq"	"Training"
"TCGA_FD_A3B7"	"Ba/Sq"	"Training"
"TCGA_FD_A3B8"	"Ba/Sq"	"Training"
"TCGA_FD_A3N5"	"Ba/Sq"	"Training"
"TCGA_FD_A3N6"	"Ba/Sq"	"Training"
"TCGA_FD_A3NA"	"LumP"	"Training"
"TCGA_FD_A3SJ"	"LumU"	"Training"
"TCGA_FD_A3SL"	"Stroma_rich"	"Training"
"TCGA_FD_A3SM"	"Stroma_rich"	"Training"
"TCGA_FD_A3SN"	"Ba/Sq"	"Training"
"TCGA_FD_A3SO"	"Ba/Sq"	"Training"
"TCGA_FD_A3SP"	"Ba/Sq"	"Training"
"TCGA_FD_A3SQ"	"Stroma_rich"	"Training"
"TCGA_FD_A3SR"	"LumU"	"Training"
"TCGA_FD_A3SS"	"Ba/Sq"	"Training"
"TCGA_FD_A43N"	"LumU"	"Training"
"TCGA_FD_A43P"	"LumU"	"Training"
"TCGA_FD_A43S"	"Stroma_rich"	"Training"
"TCGA_FD_A43U"	"Stroma_rich"	"Training"
"TCGA_FD_A43X"	"LumP"	"Training"
"TCGA_FD_A43Y"	"Ba/Sq"	"Training"
"TCGA_FD_A5BR"	"LumP"	"Training"
"TCGA_FD_A5BS"	"Stroma_rich"	"Training"
"TCGA_FD_A5BT"	"Ba/Sq"	"Training"
"TCGA_FD_A5BU"	"Ba/Sq"	"Training"
"TCGA_FD_A5BV"	"LumP"	"Training"
"TCGA_FD_A5BX"	"Stroma_rich"	"Training"
"TCGA_FD_A5BY"	"Ba/Sq"	"Training"
"TCGA_FD_A5BZ"	"Stroma_rich"	"Training"
"TCGA_FD_A5C0"	"Stroma_rich"	"Training"
"TCGA_FD_A5C1"	"Ba/Sq"	"Training"
"TCGA_FD_A62N"	"Ba/Sq"	"Training"
"TCGA_FD_A62O"	"LumP"	"Training"
"TCGA_FD_A62P"	"Ba/Sq"	"Training"
"TCGA_FD_A62S"	"Ba/Sq"	"Training"
"TCGA_FD_A6TA"	"LumNS"	"Training"
"TCGA_FD_A6TB"	"Stroma_rich"	"Training"
"TCGA_FD_A6TC"	"Stroma_rich"	"Training"
"TCGA_FD_A6TD"	"Ba/Sq"	"Training"
"TCGA_FD_A6TE"	"LumP"	"Training"
"TCGA_FD_A6TF"	"Stroma_rich"	"Training"
"TCGA_FD_A6TG"	"Stroma_rich"	"Training"
"TCGA_FD_A6TH"	"Ba/Sq"	"Training"
"TCGA_FD_A6TI"	"LumNS"	"Training"
"TCGA_FD_A6TK"	"Ba/Sq"	"Training"
"TCGA_FJ_A3Z7"	"LumU"	"Training"
"TCGA_FJ_A3ZE"	"LumP"	"Training"
"TCGA_FJ_A3ZF"	"LumU"	"Training"
"TCGA_FJ_A871"	"Stroma_rich"	"Training"
"TCGA_FT_A3EE"	"LumP"	"Training"
"TCGA_FT_A61P"	"Ba/Sq"	"Training"
"TCGA_G2_A2EC"	"LumP"	"Training"
"TCGA_G2_A2EF"	"Ba/Sq"	"Training"
"TCGA_G2_A2EJ"	"Ba/Sq"	"Training"
"TCGA_G2_A2EK"	"LumP"	"Training"
"TCGA_G2_A2EL"	"NE_like"	"Training"
"TCGA_G2_A2EO"	"LumP"	"Training"
"TCGA_G2_A2ES"	"Ba/Sq"	"Training"
"TCGA_G2_A3IB"	"Ba/Sq"	"Training"
"TCGA_G2_A3IE"	"LumP"	"Training"
"TCGA_G2_A3VY"	"LumU"	"Training"
"TCGA_G2_AA3B"	"LumP"	"Training"
"TCGA_G2_AA3C"	"Ba/Sq"	"Training"
"TCGA_G2_AA3D"	"LumP"	"Training"
"TCGA_G2_AA3F"	"LumU"	"Training"
"TCGA_GC_A3BM"	"LumP"	"Training"
"TCGA_GC_A3I6"	"Ba/Sq"	"Training"
"TCGA_GC_A3OO"	"Stroma_rich"	"Training"
"TCGA_GC_A3RB"	"LumP"	"Training"
"TCGA_GC_A3RC"	"Ba/Sq"	"Training"
"TCGA_GC_A3RD"	"LumP"	"Training"
"TCGA_GC_A3WC"	"Ba/Sq"	"Training"
"TCGA_GC_A3YS"	"Ba/Sq"	"Training"
"TCGA_GC_A4ZW"	"LumU"	"Training"
"TCGA_GC_A6I1"	"Ba/Sq"	"Training"
"TCGA_GC_A6I3"	"LumU"	"Training"
"TCGA_GD_A2C5"	"LumNS"	"Training"
"TCGA_GD_A3OP"	"LumNS"	"Training"
"TCGA_GD_A3OQ"	"Ba/Sq"	"Training"
"TCGA_GD_A3OS"	"Ba/Sq"	"Training"
"TCGA_GD_A6C6"	"LumP"	"Training"
"TCGA_GD_A76B"	"LumU"	"Training"
"TCGA_GU_A42P"	"LumU"	"Training"
"TCGA_GU_A42Q"	"Ba/Sq"	"Training"
"TCGA_GU_A42R"	"LumP"	"Training"
"TCGA_GU_A762"	"Ba/Sq"	"Training"
"TCGA_GU_A763"	"LumP"	"Training"
"TCGA_GU_A764"	"Ba/Sq"	"Training"
"TCGA_GU_A766"	"Ba/Sq"	"Training"
"TCGA_GU_A767"	"LumP"	"Training"
"TCGA_GU_AATO"	"Stroma_rich"	"Training"
"TCGA_GU_AATP"	"LumU"	"Training"
"TCGA_GU_AATQ"	"Ba/Sq"	"Training"
"TCGA_GV_A3JV"	"LumNS"	"Training"
"TCGA_GV_A3JW"	"LumP"	"Training"
"TCGA_GV_A3JX"	"LumU"	"Training"
"TCGA_GV_A3JZ"	"LumU"	"Training"
"TCGA_GV_A3QF"	"LumP"	"Training"
"TCGA_GV_A3QH"	"LumU"	"Training"
"TCGA_GV_A3QI"	"LumP"	"Training"
"TCGA_GV_A3QK"	"LumP"	"Training"
"TCGA_GV_A40E"	"Ba/Sq"	"Training"
"TCGA_GV_A40G"	"LumU"	"Training"
"TCGA_GV_A6ZA"	"LumP"	"Training"
"TCGA_H4_A2HO"	"LumU"	"Training"
"TCGA_H4_A2HQ"	"LumP"	"Training"
"TCGA_HQ_A2OE"	"LumP"	"Training"
"TCGA_HQ_A2OF"	"LumU"	"Training"
"TCGA_HQ_A5ND"	"Ba/Sq"	"Training"
"TCGA_HQ_A5NE"	"Ba/Sq"	"Training"
"TCGA_K4_A3WS"	"Stroma_rich"	"Training"
"TCGA_K4_A3WU"	"LumNS"	"Training"
"TCGA_K4_A3WV"	"Ba/Sq"	"Training"
"TCGA_K4_A4AB"	"Ba/Sq"	"Training"
"TCGA_K4_A4AC"	"Ba/Sq"	"Training"
"TCGA_K4_A54R"	"LumP"	"Training"
"TCGA_K4_A5RH"	"Ba/Sq"	"Training"
"TCGA_K4_A5RI"	"Ba/Sq"	"Training"
"TCGA_K4_A5RJ"	"Ba/Sq"	"Training"
"TCGA_K4_A6FZ"	"Ba/Sq"	"Training"
"TCGA_K4_A6MB"	"LumU"	"Training"
"TCGA_K4_A83P"	"Stroma_rich"	"Training"
"TCGA_K4_AAQO"	"Stroma_rich"	"Training"
"TCGA_KQ_A41N"	"LumP"	"Training"
"TCGA_KQ_A41O"	"LumP"	"Training"
"TCGA_KQ_A41P"	"LumP"	"Training"
"TCGA_KQ_A41Q"	"LumU"	"Training"
"TCGA_KQ_A41R"	"LumP"	"Training"
"TCGA_KQ_A41S"	"LumU"	"Training"
"TCGA_LC_A66R"	"Ba/Sq"	"Training"
"TCGA_LT_A5Z6"	"LumU"	"Training"
"TCGA_LT_A8JT"	"LumP"	"Training"
"TCGA_MV_A51V"	"LumU"	"Training"
"TCGA_PQ_A6FI"	"Ba/Sq"	"Training"
"TCGA_PQ_A6FN"	"Ba/Sq"	"Training"
"TCGA_R3_A69X"	"Stroma_rich"	"Training"
"TCGA_S5_A6DX"	"LumNS"	"Training"
"TCGA_S5_AA26"	"LumP"	"Training"
"TCGA_SY_A9G0"	"Stroma_rich"	"Training"
"TCGA_SY_A9G5"	"Ba/Sq"	"Training"
"TCGA_UY_A78K"	"LumU"	"Training"
"TCGA_UY_A78L"	"Ba/Sq"	"Training"
"TCGA_UY_A78M"	"LumP"	"Training"
"TCGA_UY_A78N"	"LumP"	"Training"
"TCGA_UY_A78O"	"LumP"	"Training"
"TCGA_UY_A78P"	"Ba/Sq"	"Training"
"TCGA_UY_A8OB"	"Ba/Sq"	"Training"
"TCGA_UY_A8OC"	"Ba/Sq"	"Training"
"TCGA_UY_A8OD"	"Stroma_rich"	"Training"
"TCGA_UY_A9PA"	"LumP"	"Training"
"TCGA_UY_A9PB"	"Ba/Sq"	"Training"
"TCGA_UY_A9PD"	"LumU"	"Training"
"TCGA_UY_A9PE"	"LumU"	"Training"
"TCGA_UY_A9PF"	"LumP"	"Training"
"TCGA_UY_A9PH"	"LumP"	"Training"
"TCGA_XF_A8HB"	"LumP"	"Training"
"TCGA_XF_A8HC"	"LumU"	"Training"
"TCGA_XF_A8HD"	"Ba/Sq"	"Training"
"TCGA_XF_A8HE"	"Ba/Sq"	"Training"
"TCGA_XF_A8HF"	"LumNS"	"Training"
"TCGA_XF_A8HG"	"LumP"	"Training"
"TCGA_XF_A8HH"	"LumNS"	"Training"
"TCGA_XF_A8HI"	"LumP"	"Training"
"TCGA_XF_A9SH"	"LumP"	"Training"
"TCGA_XF_A9SI"	"Stroma_rich"	"Training"
"TCGA_XF_A9SJ"	"Ba/Sq"	"Training"
"TCGA_XF_A9SK"	"Stroma_rich"	"Training"
"TCGA_XF_A9SL"	"Stroma_rich"	"Training"
"TCGA_XF_A9SM"	"Ba/Sq"	"Training"
"TCGA_XF_A9SP"	"Stroma_rich"	"Training"
"TCGA_XF_A9ST"	"Ba/Sq"	"Training"
"TCGA_XF_A9SU"	"Stroma_rich"	"Training"
"TCGA_XF_A9SV"	"LumNS"	"Training"
"TCGA_XF_A9SW"	"Stroma_rich"	"Training"
"TCGA_XF_A9SX"	"Ba/Sq"	"Training"
"TCGA_XF_A9SY"	"Ba/Sq"	"Training"
"TCGA_XF_A9SZ"	"LumNS"	"Training"
"TCGA_XF_A9T0"	"LumU"	"Training"
"TCGA_XF_A9T2"	"Ba/Sq"	"Training"
"TCGA_XF_A9T3"	"Ba/Sq"	"Training"
"TCGA_XF_A9T4"	"Ba/Sq"	"Training"
"TCGA_XF_A9T5"	"Ba/Sq"	"Training"
"TCGA_XF_A9T6"	"Ba/Sq"	"Training"
"TCGA_XF_A9T8"	"Ba/Sq"	"Training"
"TCGA_XF_AAME"	"Ba/Sq"	"Training"
"TCGA_XF_AAMG"	"LumU"	"Training"
"TCGA_XF_AAMH"	"Ba/Sq"	"Training"
"TCGA_XF_AAMJ"	"Stroma_rich"	"Training"
"TCGA_XF_AAML"	"LumU"	"Training"
"TCGA_XF_AAMQ"	"LumP"	"Training"
"TCGA_XF_AAMR"	"Stroma_rich"	"Training"
"TCGA_XF_AAMT"	"Ba/Sq"	"Training"
"TCGA_XF_AAMW"	"Ba/Sq"	"Training"
"TCGA_XF_AAMX"	"LumU"	"Training"
"TCGA_XF_AAMY"	"LumNS"	"Training"
"TCGA_XF_AAMZ"	"LumP"	"Training"
"TCGA_XF_AAN0"	"Ba/Sq"	"Training"
"TCGA_XF_AAN1"	"LumP"	"Training"
"TCGA_XF_AAN2"	"Ba/Sq"	"Training"
"TCGA_XF_AAN3"	"Ba/Sq"	"Training"
"TCGA_XF_AAN4"	"Ba/Sq"	"Training"
"TCGA_XF_AAN5"	"Ba/Sq"	"Training"
"TCGA_XF_AAN7"	"NE_like"	"Training"
"TCGA_XF_AAN8"	"Stroma_rich"	"Training"
"TCGA_YC_A89H"	"LumP"	"Training"
"TCGA_YC_A8S6"	"LumP"	"Training"
"TCGA_YC_A9TC"	"Ba/Sq"	"Training"
"TCGA_YF_AA3L"	"LumP"	"Training"
"TCGA_YF_AA3M"	"Ba/Sq"	"Training"
"TCGA_ZF_A9R0"	"LumNS"	"Training"
"TCGA_ZF_A9R1"	"LumP"	"Training"
"TCGA_ZF_A9R2"	"LumP"	"Training"
"TCGA_ZF_A9R3"	"LumP"	"Training"
"TCGA_ZF_A9R4"	"LumP"	"Training"
"TCGA_ZF_A9R5"	"LumP"	"Training"
"TCGA_ZF_A9R7"	"LumP"	"Training"
"TCGA_ZF_A9R9"	"Stroma_rich"	"Training"
"TCGA_ZF_A9RC"	"Stroma_rich"	"Training"
"TCGA_ZF_A9RD"	"Ba/Sq"	"Training"
"TCGA_ZF_A9RE"	"Ba/Sq"	"Training"
"TCGA_ZF_A9RF"	"Ba/Sq"	"Training"
"TCGA_ZF_A9RL"	"LumP"	"Training"
"TCGA_ZF_A9RM"	"LumP"	"Training"
"TCGA_ZF_A9RN"	"Ba/Sq"	"Training"
"TCGA_ZF_AA4N"	"Ba/Sq"	"Training"
"TCGA_ZF_AA4R"	"Ba/Sq"	"Training"
"TCGA_ZF_AA4T"	"LumU"	"Training"
"TCGA_ZF_AA4U"	"LumP"	"Training"
"TCGA_ZF_AA4V"	"Ba/Sq"	"Training"
"TCGA_ZF_AA4W"	"Ba/Sq"	"Training"
"TCGA_ZF_AA4X"	"LumP"	"Training"
"TCGA_ZF_AA51"	"LumP"	"Training"
"TCGA_ZF_AA52"	"Stroma_rich"	"Training"
"TCGA_ZF_AA53"	"Ba/Sq"	"Training"
"TCGA_ZF_AA54"	"Ba/Sq"	"Training"
"TCGA_ZF_AA56"	"Ba/Sq"	"Training"
"TCGA_ZF_AA58"	"Ba/Sq"	"Training"
"TCGA_ZF_AA5H"	"Ba/Sq"	"Training"
"TCGA_ZF_AA5N"	"LumP"	"Training"
"TCGA_ZF_AA5P"	"Stroma_rich"	"Training"
